#,Name,Primary Type,Secondary Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Variant,Generation,Evolution Stage,Category,Pre-evolution,Egg Group 1,Egg Group 2,Height (m),Weight (kg),Gender,Catch Rate,Catch Rate (%),Hatch Time,Egg Obtainable,Smash/Pass
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,,3,2,Vibration,Trapinch,Bug,Dragon,1.1,15.3,Both,120,24.9%,20 cycles,Yes,Pass
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,,3,3,Mystic,Vibrava,Bug,Dragon,2.0,82.0,Both,45,11.9%,20 cycles,Yes,Pass
331,Cacnea,Grass,,335,50,85,40,85,40,35,,3,1,Cactus,,Grass,Human-Like,0.4,51.3,Both,190,35.2%,20 cycles,Yes,Pass
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,,3,2,Scarecrow,Cacnea,Grass,Human-Like,1.3,77.4,Both,60,14.8%,20 cycles,Yes,Pass
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,,3,1,Cotton Bird,,Flying,Dragon,0.4,1.2,Both,255,43.9%,20 cycles,Yes,Pass
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,Mega Altaria,3,2,Humming,Swablu,Flying,Dragon,1.1,20.6,Both,45,11.9%,20 cycles,Yes,Pass
335,Zangoose,Normal,,458,73,115,60,60,60,90,,3,1,Cat Ferret,,Field,,1.3,40.3,Both,90,20.1%,20 cycles,Yes,Pass
336,Seviper,Poison,Dragon,458,73,100,60,100,60,65,,3,1,Fang Snake,,Field,Dragon,2.7,52.5,Both,90,20.1%,20 cycles,Yes,Pass
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,,3,1,Meteorite,,Mineral,,1.0,168.0,Neither,45,11.9%,25 cycles,Yes,Pass
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,,3,1,Meteorite,,Mineral,,1.2,154.0,Neither,45,11.9%,25 cycles,Yes,Pass
339,Barboach,Water,Ground,288,50,48,43,46,41,60,,3,1,Whiskers,,Water 2,,0.4,1.9,Both,190,35.2%,20 cycles,Yes,Pass
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,,3,2,Whiskers,Barboach,Water 2,,0.9,23.6,Both,75,17.5%,20 cycles,Yes,Pass
341,Corphish,Water,,308,43,80,65,50,35,35,,3,1,Ruffian,,Water 1,Water 3,0.6,11.5,Both,205,37.2%,15 cycles,Yes,Pass
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,,3,2,Rogue,Corphish,Water 1,Water 3,1.1,32.8,Both,155,30.2%,15 cycles,Yes,Pass
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,,3,1,Clay Doll,,Mineral,,0.5,21.5,Neither,255,43.9%,20 cycles,Yes,Pass
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,,3,2,Clay Doll,Baltoy,Mineral,,1.5,108.0,Neither,90,20.1%,20 cycles,Yes,Pass
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,,3,1,Sea Lily,,Water 3,,1.0,23.8,Both,45,11.9%,30 cycles,Yes,Smash
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,,3,2,Barnacle,Lileep,Water 3,,1.5,60.4,Both,45,11.9%,30 cycles,Yes,Pass
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,,3,1,Old Shrimp,,Water 3,,0.7,12.5,Both,45,11.9%,30 cycles,Yes,Pass
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,,3,2,Plate,Anorith,Water 3,,1.5,68.2,Both,45,11.9%,30 cycles,Yes,Pass
349,Feebas,Water,Dragon,200,20,15,20,10,55,80,,3,1,Fish,,Water 1,Dragon,0.6,7.4,Both,255,43.9%,20 cycles,Yes,Pass
350,Milotic,Water,Dragon,540,95,60,79,100,125,81,,3,2,Tender,Feebas,Water 1,Dragon,6.2,162.0,Both,60,14.8%,20 cycles,Yes,Pass
351,Castform,Normal,Fire,420,70,70,70,70,70,70,Sunny Form; Rainy Form; Snowy Form,3,1,Weather,,Fairy,Amorphous,0.3,0.8,Both,45,11.9%,25 cycles,Yes,Pass
352,Kecleon,Normal,,440,60,90,70,60,120,40,,3,1,Color Swap,,Field,,1.0,22.0,Both,200,36.6%,20 cycles,Yes,Pass
353,Shuppet,Ghost,,295,44,75,35,63,33,45,,3,1,Puppet,,Amorphous,,0.6,2.3,Both,225,39.9%,25 cycles,Yes,Pass
354,Banette,Ghost,,455,64,115,65,83,63,65,Mega Banette,3,2,Marionette,Shuppet,Amorphous,,1.1,12.5,Both,45,11.9%,25 cycles,Yes,Pass
355,Duskull,Ghost,,295,20,40,90,30,90,25,,3,1,Requiem,,Amorphous,,0.8,15.0,Both,190,35.2%,25 cycles,Yes,Pass
356,Dusclops,Ghost,,455,40,70,130,60,130,25,,3,2,Beckon,Duskull,Amorphous,,1.6,30.6,Both,90,20.1%,25 cycles,Yes,Pass
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,,3,1,Fruit,,Monster,Grass,2.0,100.0,Both,200,36.6%,25 cycles,Yes,Pass
358,Chimecho,Psychic,Steel,455,75,50,80,95,90,65,Mega Chimecho,3,2,Wind Chime,Chingling,Amorphous,,0.6,1.0,Both,45,11.9%,25 cycles,Yes,Pass
359,Absol,Dark,Ghost,465,65,130,60,75,60,75,Mega Absol; Mega Absol Z,3,1,Disaster,,Field,,1.2,47.0,Both,30,8.8%,25 cycles,Yes,Pass
360,Wynaut,Psychic,,260,95,23,48,23,48,23,,3,1,Bright,,No Eggs Discovered,,0.6,14.0,Both,125,25.7%,20 cycles,Yes,Pass
361,Snorunt,Ice,Fairy,300,50,50,50,50,50,50,,3,1,Snow Hat,,Fairy,Mineral,0.7,16.8,Both,190,35.2%,20 cycles,Yes,Pass
362,Glalie,Ice,Fairy,480,80,80,80,80,80,80,Mega Glalie,3,2,Face,Snorunt,Fairy,Mineral,1.5,256.5,Both,75,17.5%,20 cycles,Yes,Pass
363,Spheal,Ice,Water,290,70,40,50,55,50,25,,3,1,Clap,,Water 1,Field,0.8,39.5,Both,255,43.9%,20 cycles,Yes,Pass
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,,3,2,Ball Roll,Spheal,Water 1,Field,1.1,87.6,Both,120,24.9%,20 cycles,Yes,Pass
365,Walrein,Ice,Water,530,110,80,90,95,90,65,,3,3,Ice Break,Sealeo,Water 1,Field,1.4,150.6,Both,45,11.9%,20 cycles,Yes,Pass
366,Clamperl,Water,,345,35,64,85,74,55,32,,3,1,Bivalve,,Water 1,,0.4,52.5,Both,255,43.9%,20 cycles,Yes,Pass
367,Huntail,Water,,485,55,104,105,94,75,52,,3,2,Deep Sea,Clamperl,Water 1,,1.7,27.0,Both,60,14.8%,20 cycles,Yes,Pass
368,Gorebyss,Water,,485,55,84,105,114,75,52,,3,2,South Sea,Clamperl,Water 1,,1.8,22.6,Both,60,14.8%,20 cycles,Yes,Smash
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,,3,1,Longevity,,Water 1,Water 2,1.0,23.4,Both,25,7.7%,40 cycles,Yes,Pass
370,Luvdisc,Water,,330,43,30,55,40,65,97,,3,1,Rendezvous,,Water 2,,0.6,8.7,Both,225,39.9%,20 cycles,Yes,Pass
371,Bagon,Dragon,,300,45,75,60,40,30,50,,3,1,Rock Head,,Dragon,,0.6,42.1,Both,45,11.9%,40 cycles,Yes,Pass
372,Shelgon,Dragon,,420,65,95,100,60,50,50,,3,2,Endurance,Bagon,Dragon,,1.1,110.5,Both,45,11.9%,40 cycles,Yes,Pass
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,Mega Salamence,3,3,Dragon,Shelgon,Dragon,,1.5,102.6,Both,45,11.9%,40 cycles,Yes,Pass
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,,3,1,Iron Ball,,Mineral,,0.6,95.2,Neither,3,1.6%,40 cycles,Yes,Pass
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,,3,2,Iron Claw,Beldum,Mineral,,1.2,202.5,Neither,3,1.6%,40 cycles,Yes,Pass
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,Mega Metagross,3,3,Iron Leg,Metang,Mineral,,1.6,550.0,Neither,3,1.6%,40 cycles,Yes,Pass
377,Regirock,Rock,,580,80,100,200,50,100,50,,3,1,Rock Peak,,No Eggs Discovered,,1.7,230.0,Neither,3,1.6%,80 cycles,No,Pass
378,Regice,Ice,,580,80,50,100,100,200,50,,3,1,Iceberg,,No Eggs Discovered,,1.8,175.0,Neither,3,1.6%,80 cycles,No,Pass
379,Registeel,Steel,,580,80,75,150,75,150,50,,3,1,Iron,,No Eggs Discovered,,1.9,205.0,Neither,3,1.6%,80 cycles,No,Pass
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,Mega Latias,3,1,Eon,,No Eggs Discovered,,1.4,40.0,Female,3,1.6%,120 cycles,No,Pass
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,Mega Latios,3,1,Eon,,No Eggs Discovered,,2.0,60.0,Male,3,1.6%,120 cycles,No,Pass
382,Kyogre,Water,,670,100,100,90,150,140,90,Primal Kyogre,3,1,Sea Basin,,No Eggs Discovered,,4.5,352.0,Neither,3,1.6%,120 cycles,No,Pass
383,Groudon,Ground,Fire,670,100,150,140,100,90,90,Primal Groudon,3,1,Continent,,No Eggs Discovered,,3.5,950.0,Neither,3,1.6%,120 cycles,No,Pass
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,Mega Rayquaza,3,1,Sky High,,No Eggs Discovered,,7.0,206.5,Neither,3,1.6%,120 cycles,No,Pass
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,,3,1,Wish,,No Eggs Discovered,,0.3,1.1,Neither,3,1.6%,120 cycles,No,Pass
386,Deoxys,Psychic,,600,50,150,50,150,50,150,Normal Forme; Attack Forme; Defense Forme; Speed Forme,3,1,DNA,,No Eggs Discovered,,1.7,60.8,Neither,3,1.6%,120 cycles,No,Smash
387,Turtwig,Grass,,318,55,68,64,45,55,31,,4,1,Tiny Leaf,,Monster,Grass,0.4,10.2,Both,45,11.9%,20 cycles,Yes,Pass
388,Grotle,Grass,,405,75,89,85,55,65,36,,4,2,Grove,Turtwig,Monster,Grass,1.1,97.0,Both,45,11.9%,20 cycles,Yes,Pass
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,,4,1,Continent,,Monster,Grass,2.2,310.0,Both,45,11.9%,20 cycles,Yes,Pass
390,Chimchar,Fire,,309,44,58,44,58,44,61,,4,1,Chimp,,Field,Human-Like,0.5,6.2,Both,45,11.9%,20 cycles,Yes,Pass
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,,4,2,Playful,Chimchar,Field,Human-Like,0.9,22.0,Both,45,11.9%,20 cycles,Yes,Pass
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,,4,3,Flame,Monferno,Field,Human-Like,1.2,55.0,Both,45,11.9%,20 cycles,Yes,Pass
393,Piplup,Water,,314,53,51,53,61,56,40,,4,1,Penguin,,Water 1,Field,0.4,5.2,Both,45,11.9%,20 cycles,Yes,Pass
394,Prinplup,Water,,405,64,66,68,81,76,50,,4,2,Penguin,Piplup,Water 1,Field,0.8,23.0,Both,45,11.9%,20 cycles,Yes,Pass
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,,4,3,Emperor,Prinplup,Water 1,Field,1.7,84.5,Both,45,11.9%,20 cycles,Yes,Pass
396,Starly,Normal,Flying,245,40,55,30,30,30,60,,4,1,Starling,,Flying,,0.3,2.0,Both,255,43.9%,15 cycles,Yes,Pass
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,,4,2,Starling,Starly,Flying,,0.6,15.5,Both,120,24.9%,15 cycles,Yes,Pass
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,Mega Staraptor,4,3,Predator,Staravia,Flying,,1.2,24.9,Both,45,11.9%,15 cycles,Yes,Pass
399,Bidoof,Normal,,250,59,45,40,35,40,31,,4,1,Plump Mouse,,Water 1,Field,0.5,20.0,Both,255,43.9%,15 cycles,Yes,Pass
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,,4,2,Beaver,Bidoof,Water 1,Field,1.0,31.5,Both,127,26%,15 cycles,Yes,Pass
401,Kricketot,Bug,,194,37,25,41,25,41,25,,4,1,Cricket,,Bug,,0.3,2.2,Both,255,43.9%,15 cycles,Yes,Pass
402,Kricketune,Bug,,384,77,85,51,55,51,65,,4,2,Cricket,Kricketot,Bug,,1.0,25.5,Both,45,11.9%,15 cycles,Yes,Pass
403,Shinx,Electric,,263,45,65,34,40,34,45,,4,1,Flash,,Field,,0.5,9.5,Both,235,41.3%,20 cycles,Yes,Pass
404,Luxio,Electric,,363,60,85,49,60,49,60,,4,2,Spark,Shinx,Field,,0.9,30.5,Both,120,24.9%,20 cycles,Yes,Pass
405,Luxray,Electric,,523,80,120,79,95,79,70,,4,3,Gleam Eyes,Luxio,Field,,1.4,42.0,Both,45,11.9%,20 cycles,Yes,Pass
406,Budew,Grass,Poison,280,40,30,35,50,70,55,,4,1,Bud,,No Eggs Discovered,,0.2,1.2,Both,255,43.9%,20 cycles,Yes,Pass
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,,4,3,Bouquet,Roselia,Fairy,Grass,0.9,14.5,Both,75,17.5%,20 cycles,Yes,Pass
408,Cranidos,Rock,,350,67,125,40,30,30,58,,4,1,Head Butt,,Monster,,0.9,31.5,Both,45,11.9%,30 cycles,Yes,Pass
409,Rampardos,Rock,,495,97,165,60,65,50,58,,4,2,Head Butt,Cranidos,Monster,,1.6,102.5,Both,45,11.9%,30 cycles,Yes,Pass
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,,4,1,Shield,,Monster,,0.5,57.0,Both,45,11.9%,30 cycles,Yes,Pass
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,,4,2,Shield,Shieldon,Monster,,1.3,149.5,Both,45,11.9%,30 cycles,Yes,Pass
412,Burmy,Bug,,224,40,29,45,29,45,36,Plant Cloak; Sandy Cloak; Trash Cloak,4,1,Bagworm,,Bug,,0.2,3.4,Both,120,24.9%,15 cycles,Yes,Pass
413,Wormadam,Bug,Grass,424,60,59,85,79,105,36,Plant Cloak; Sandy Cloak; Trash Cloak,4,2,Bagworm,Burmy,Bug,,0.5,6.5,Female,45,11.9%,15 cycles,Yes,Pass
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,,4,2,Moth,Burmy,Bug,,0.9,23.3,Male,45,11.9%,15 cycles,Yes,Pass
415,Combee,Bug,Flying,244,30,30,42,30,42,70,,4,1,Tiny Bee,,Bug,,0.3,5.5,Both,120,24.9%,15 cycles,Yes,Pass
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,,4,1,Beehive,,Bug,,1.2,38.5,Female,45,11.9%,15 cycles,Yes,Smash
417,Pachirisu,Electric,Fairy,405,60,45,70,45,90,95,,4,1,EleSquirrel,,Field,Fairy,0.4,3.9,Both,200,36.6%,10 cycles,Yes,Pass
418,Buizel,Water,,330,55,65,35,60,30,85,,4,1,Sea Weasel,,Water 1,Field,0.7,29.5,Both,190,35.2%,20 cycles,Yes,Pass
419,Floatzel,Water,,495,85,105,55,85,50,115,,4,2,Sea Weasel,Buizel,Water 1,Field,1.1,33.5,Both,75,17.5%,20 cycles,Yes,Pass
420,Cherubi,Grass,Fairy,275,45,35,45,62,53,35,,4,1,Cherry,,Fairy,Grass,0.4,3.3,Both,190,35.2%,20 cycles,Yes,Pass
421,Cherrim,Grass,Fairy,450,70,60,70,87,78,85,Overcast Form; Sunshine Form,4,2,Blossom,Cherubi,Fairy,Grass,0.5,9.3,Both,75,17.5%,20 cycles,Yes,Pass
422,Shellos,Water,,325,76,48,48,57,62,34,West Sea Shellos; East Sea Shellos,4,1,Sea Slug,,Water 1,Amorphous,0.3,6.3,Both,190,35.2%,20 cycles,Yes,Pass
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,West Sea Gastrodon; East Sea Gastrodon,4,2,Sea Slug,Shellos,Water 1,Amorphous,0.9,29.9,Both,75,17.5%,20 cycles,Yes,Pass
424,Ambipom,Normal,,482,75,100,66,60,66,115,,4,2,Long Tail,Aipom,Field,,1.2,20.3,Both,45,11.9%,20 cycles,Yes,Pass
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,,4,1,Balloon,,Amorphous,,0.4,1.2,Both,125,25.7%,30 cycles,Yes,Pass
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,,4,2,Blimp,Drifloon,Amorphous,,1.2,15.0,Both,60,14.8%,30 cycles,Yes,Pass
427,Buneary,Normal,,350,55,66,44,44,56,85,,4,1,Rabbit,,Field,Human-Like,0.4,5.5,Both,190,35.2%,20 cycles,Yes,Pass
428,Lopunny,Normal,Fighting,480,65,76,84,54,96,105,Mega Lopunny,4,2,Rabbit,Buneary,Field,Human-Like,1.2,33.3,Both,60,14.8%,20 cycles,Yes,Smash
429,Mismagius,Ghost,,495,60,60,60,105,105,105,,4,2,Magical,Misdreavus,Amorphous,,0.9,4.4,Both,45,11.9%,25 cycles,Yes,Pass
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,,4,2,Big Boss,Murkrow,Flying,,0.9,27.3,Both,30,8.8%,20 cycles,Yes,Pass
431,Glameow,Normal,,310,49,55,42,42,37,85,,4,1,Catty,,Field,,0.5,3.9,Both,190,35.2%,20 cycles,Yes,Pass
432,Purugly,Normal,,452,71,82,64,64,59,112,,4,2,Tiger Cat,Glameow,Field,,1.0,43.8,Both,75,17.5%,20 cycles,Yes,Pass
433,Chingling,Psychic,,285,45,30,50,65,50,45,,4,1,Bell,,No Eggs Discovered,,0.2,0.6,Both,120,24.9%,25 cycles,Yes,Pass
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,,4,1,Skunk,,Field,,0.4,19.2,Both,225,39.9%,20 cycles,Yes,Pass
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,,4,2,Skunk,Stunky,Field,,1.0,38.0,Both,60,14.8%,20 cycles,Yes,Pass
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,,4,1,Bronze,,Mineral,,0.5,60.5,Neither,255,43.9%,20 cycles,Yes,Pass
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,,4,2,Bronze Bell,Bronzor,Mineral,,1.3,187.0,Neither,90,20.1%,20 cycles,Yes,Pass
438,Bonsly,Rock,,290,50,80,95,10,45,10,,4,1,Bonsai,,No Eggs Discovered,,0.5,15.0,Both,255,43.9%,20 cycles,Yes,Pass
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,,4,1,Mime,,No Eggs Discovered,,0.6,13.0,Both,145,28.7%,25 cycles,Yes,Pass
440,Happiny,Normal,,220,100,5,5,15,65,30,,4,1,Playhouse,,No Eggs Discovered,,0.6,24.4,Female,130,26.5%,40 cycles,Yes,Pass
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,,4,1,Music Note,,Flying,,0.5,1.9,Both,30,8.8%,20 cycles,Yes,Pass
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,,4,1,Forbidden,,Amorphous,,1.0,108.0,Both,100,21.7%,30 cycles,Yes,Pass
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,,4,1,Land Shark,,Monster,Dragon,0.7,20.5,Both,45,11.9%,40 cycles,Yes,Pass
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,,4,2,Cave,Gible,Monster,Dragon,1.4,56.0,Both,45,11.9%,40 cycles,Yes,Pass
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,Mega Garchomp; Mega Garchomp Z,4,3,Mach,Gabite,Monster,Dragon,1.9,95.0,Both,45,11.9%,40 cycles,Yes,Pass
446,Munchlax,Normal,,390,135,85,40,40,85,5,,4,1,Big Eater,,No Eggs Discovered,,0.6,105.0,Both,50,12.9%,40 cycles,Yes,Pass
447,Riolu,Fighting,,285,40,70,40,35,40,60,,4,1,Emanation,,No Eggs Discovered,,0.7,20.2,Both,75,17.5%,25 cycles,Yes,Pass
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,Mega Lucario; Mega Lucario Z,4,2,Aura,Riolu,Field,Human-Like,1.2,54.0,Both,45,11.9%,25 cycles,Yes,Pass
449,Hippopotas,Ground,,330,68,72,78,38,42,32,,4,1,Hippo,,Field,,0.8,49.5,Both,140,28%,30 cycles,Yes,Pass
450,Hippowdon,Ground,,525,108,112,118,68,72,47,,4,2,Heavyweight,Hippopotas,Field,,2.0,300.0,Both,60,14.8%,30 cycles,Yes,Pass
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,,4,1,Scorpion,,Bug,Water 3,0.8,12.0,Both,120,24.9%,20 cycles,Yes,Pass
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,,4,2,Ogre Scorpion,Skorupi,Bug,Water 3,1.3,61.5,Both,45,11.9%,20 cycles,Yes,Pass
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,,4,1,Toxic Mouth,,Human-Like,,0.7,23.0,Both,140,28%,10 cycles,Yes,Pass
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,,4,2,Toxic Mouth,Croagunk,Human-Like,,1.3,44.4,Both,75,17.5%,20 cycles,Yes,Pass
455,Carnivine,Grass,,454,74,100,72,90,72,46,,4,1,Bug Catcher,,Grass,,1.4,27.0,Both,200,36.6%,25 cycles,Yes,Pass
456,Finneon,Water,,330,49,49,56,49,61,66,,4,1,Wing Fish,,Water 2,,0.4,7.0,Both,190,35.2%,20 cycles,Yes,Pass
457,Lumineon,Water,,460,69,69,76,69,86,91,,4,2,Neon,Finneon,Water 2,,1.2,24.0,Both,75,17.5%,20 cycles,Yes,Pass
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,,4,1,Kite,,No Eggs Discovered,,1.0,65.0,Both,25,7.7%,25 cycles,Yes,Pass
459,Snover,Grass,Ice,334,60,62,50,62,60,40,,4,1,Frost Tree,,Monster,Grass,1.0,50.5,Both,120,24.9%,20 cycles,Yes,Pass
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,Mega Abomasnow,4,2,Frost Tree,Snover,Monster,Grass,2.2,135.5,Both,60,14.8%,20 cycles,Yes,Pass
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,,4,2,Sharp Claw,Sneasel,Field,,1.1,34.0,Both,45,11.9%,20 cycles,Yes,Pass
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,,4,3,Magnet Area,Magneton,Mineral,,1.2,180.0,Neither,30,8.8%,20 cycles,Yes,Pass
463,Lickilicky,Normal,,515,110,85,95,80,95,50,,4,2,Licking,Lickitung,Monster,,1.7,140.0,Both,30,8.8%,20 cycles,Yes,Pass
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,,4,3,Drill,Rhydon,Monster,Field,2.4,282.8,Both,30,8.8%,20 cycles,Yes,Pass
465,Tangrowth,Grass,,535,100,100,125,110,50,50,,4,2,Vine,Tangela,Grass,,2.0,128.6,Both,30,8.8%,20 cycles,Yes,Pass
466,Electivire,Electric,,540,75,123,67,95,85,95,,4,3,Thunderbolt,Electabuzz,Human-Like,,1.8,138.6,Both,30,8.8%,25 cycles,Yes,Pass
467,Magmortar,Fire,,540,75,95,67,125,95,83,,4,3,Blast,Magmar,Human-Like,,1.6,68.0,Both,30,8.8%,25 cycles,Yes,Pass
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,,4,3,Jubilee,Togetic,Flying,Fairy,1.5,38.0,Both,30,8.8%,10 cycles,Yes,Pass
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,,4,2,Ogre Darner,Yanma,Bug,,1.9,51.5,Both,30,8.8%,20 cycles,Yes,Pass
470,Leafeon,Grass,,525,65,110,130,60,65,95,,4,2,Verdant,Eevee,Field,,1.0,25.5,Both,45,11.9%,35 cycles,Yes,Pass
471,Glaceon,Ice,,525,65,60,110,130,95,65,,4,2,Fresh Snow,Eevee,Field,,0.8,25.9,Both,45,11.9%,35 cycles,Yes,Pass
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,,4,2,Fang Scorpion,Gligar,Bug,,2.0,42.5,Both,30,8.8%,20 cycles,Yes,Pass
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,,4,3,Twin Tusk,Piloswine,Field,,2.5,291.0,Both,50,12.9%,20 cycles,Yes,Pass
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,,4,3,Virtual,Porygon2,Mineral,,0.9,34.0,Neither,30,8.8%,20 cycles,Yes,Pass
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,Mega Gallade,4,3,Blade,Kirlia,Human-Like,Amorphous,1.6,52.0,Male,45,11.9%,20 cycles,Yes,Pass
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,,4,2,Compass,Nosepass,Mineral,,1.4,340.0,Both,60,14.8%,20 cycles,Yes,Pass
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,,4,3,Gripper,Dusclops,Amorphous,,2.2,106.6,Both,45,11.9%,25 cycles,Yes,Pass
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,Mega Froslass,4,2,Snow Land,Snorunt,Fairy,Mineral,1.3,26.6,Female,75,17.5%,20 cycles,Yes,Pass
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,Heat Rotom; Wash Rotom; Frost Rotom; Fan Rotom; Mow Rotom; Stereo Rotom,4,1,Plasma,,Amorphous,,0.3,0.3,Neither,45,11.9%,20 cycles,Yes,Pass
480,Uxie,Psychic,,580,75,75,130,75,130,95,,4,1,Knowledge,,No Eggs Discovered,,0.3,0.3,Neither,3,1.6%,80 cycles,No,Pass
481,Mesprit,Psychic,,580,80,105,105,105,105,80,,4,1,Emotion,,No Eggs Discovered,,0.3,0.3,Neither,3,1.6%,80 cycles,No,Pass
482,Azelf,Psychic,,580,75,125,70,125,70,115,,4,1,Willpower,,No Eggs Discovered,,0.3,0.3,Neither,3,1.6%,80 cycles,No,Pass
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,,4,1,Temporal,,No Eggs Discovered,,5.4,683.0,Neither,3,1.6%,120 cycles,No,Pass
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,,4,1,Spatial,,No Eggs Discovered,,4.2,336.0,Neither,3,1.6%,120 cycles,No,Pass
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,Mega Heatran,4,1,Lava Dome,,No Eggs Discovered,,1.7,430.0,Both,3,1.6%,10 cycles,No,Pass
486,Regigigas,Normal,,670,110,160,110,80,110,100,,4,1,Colossal,,No Eggs Discovered,,3.7,420.0,Neither,3,1.6%,120 cycles,No,Pass
487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,Altered Forme; Origin Forme,4,1,Renegade,,No Eggs Discovered,,4.5,750.0,Neither,3,1.6%,120 cycles,No,Pass
488,Cresselia,Psychic,,580,120,70,110,75,120,85,,4,1,Lunar,,No Eggs Discovered,,1.5,85.6,Female,3,1.6%,120 cycles,No,Pass
489,Phione,Water,Fairy,480,80,80,80,80,80,80,,4,1,Sea Drifter,,Water 1,Fairy,0.4,3.1,Neither,30,8.8%,40 cycles,Yes,Pass
490,Manaphy,Water,Fairy,600,100,100,100,100,100,100,,4,1,Seafaring,,Water 1,Fairy,0.3,1.4,Neither,3,1.6%,10 cycles,Yes,Pass
491,Darkrai,Dark,,600,70,90,90,135,90,125,Mega Darkrai,4,1,Pitch-Black,,No Eggs Discovered,,1.5,50.5,Neither,3,1.6%,120 cycles,No,Smash
492,Shaymin,Grass,Flying,600,100,100,100,100,100,100,,4,1,Gratitude,,No Eggs Discovered,,0.2,2.1,Neither,45,11.9%,120 cycles,No,Pass
